Headline,Link,Model_Category,Sentiment,Model_Summary,Time (s),Classified
Stegra tar in miljarder efter nya förseningar,https://www.di.se/nyheter/stegra-tar-in-miljarder-for-att-sakra-bodenbygge-vi-har-starkt-stod/,Business,Negative,"[2025-10-13] The steel mill construction project in Boden, Sweden is proving more expensive than initially planned. This indicates potential financial challenges and cost overruns for the project.",1.15,True
Altor investerar i Stegras senaste finansieringsrunda,https://www.di.se/live/altor-investerar-i-stegras-senaste-finansieringsrunda/,Business,Neutral,[2025-10-13] Several companies are investing 10 billion. This article likely discusses investment activity within a business context.,0.99,True
Kinnevik utesluter inte nya pengar till Stegra,https://www.di.se/live/kinnevik-utesluter-inte-nya-pengar-till-stegra/,Business,Neutral,"[2025-10-13] Kinnevik, a Swedish investment firm, has not ruled out providing additional funding to its portfolio company, Stegra. This suggests potential future investment and support for Stegra's operations.",1.27,True
Analys.Stor vinnare på vändningen,https://www.di.se/analys/stor-vinnare-nar-vandningen-kommer/,Business,Positive,"[2025-10-13] Magnus DagelSpariver is showing promising returns, with potential for a 200% upside. This indicates a potentially lucrative investment opportunity.",1.17,True
Analys.Efter kallduschen – en aktie för risktagare,https://www.di.se/analys/efter-kallduschen-en-aktie-for-risktagare/,Business,Negative,[2025-10-13] A stagnant market led to a failed investment recommendation from business publication Dagens Industri. The article discusses the consequences of this financial misjudgment.,1.1,True
Arlandas hopp: Inrikesflyg och fler turister,https://www.di.se/nyheter/efter-flykten-till-danmark-sa-ska-svenskt-resande-raddas/,Business,Neutral,[2025-10-13] Swedavia's CEO is seeking ways to reverse a negative trend at the company's airports. The article details efforts to address the current downturn.,1.17,True
Ledare.Politiskt stand-by sänker Arlanda,https://www.di.se/ledare/politiskt-stand-by-sanker-arlanda/,Politics,Neutral,"[2025-10-13] The article, written by Henrik Westman, discusses the need to reverse a concerning trend, suggesting it should be addressed as a national priority. It advocates for a focused, nationwide effort to address the issue.",1.32,True
Sverige flyger sämst i hela EU – slår hårt mot företagen,https://www.di.se/nyheter/svenska-flygutvecklingen-ar-samst-i-hela-eu/,Business,Negative,"[2025-10-13] A recent report indicates Sweden's aviation sector performs the worst in the EU, negatively impacting businesses. This poor performance is causing concern and potential economic repercussions.",1.17,True
Japanska oppositionen kan utmana ”The Iron Maiden”,https://www.di.se/nyheter/japanska-oppositionen-i-samtal-for-att-utmana-takaichi/,Politics,Negative,"[2025-10-13] A 26-year-old coalition has broken down, potentially threatening voters' preferred choice. This development suggests political instability and could impact upcoming elections.",1.2,True
Finansmännens kupp mot tennisförbundet,https://www.di.se/nyheter/finansmannens-kupp-mot-tennisforbundet/,Business,Negative,"[2025-10-13] A company, Beredda, has invested 100 million and is demanding the resignation of the board of directors. This suggests a significant disagreement and potential crisis within the organization.",1.26,True
Byråkratin hotar stoppa vapenleveranser till Ukraina,https://www.di.se/nyheter/byrakratin-hotar-stoppa-vapenleveranser/,Environment,Negative,"[2025-10-13] Environmental approvals are taking too long, creating an urgent need for action. The situation is described as critical and requiring immediate attention.",1.08,True
Börsen på plus – Astra Zeneca stiger,https://www.di.se/live/stockholmsborsen-stiger-i-inledningen-astra-zeneca-stiger/,Business,Neutral,[2025-10-13] The Friday fall of the stock market was slightly dampened. The news was described as softening.,0.96,True
Fem saker att ha koll på under handelsdagen,https://www.di.se/live/stockholmsborsen-vantas-oppna-svagt-uppat/,Business,Neutral,[2025-10-13] This article discusses five key things to watch during a trading day. It appears to be a brief overview for those involved in financial markets.,1.1,True
Tele2 blir av med köpråd – dagens rekar,https://www.di.se/live/tele2-blir-av-med-koprad-har-ar-dagens-rekar/,Business,Neutral,[2025-10-13] This article discusses Tele2 losing purchase advice or recommendations. The content likely pertains to financial or investment guidance related to the company.,1.07,True
Börsfall i Asien efter tullsmockan,https://www.di.se/live/borsfall-i-asien-efter-tullsmocka-men-usa-terminer-studsar-upp/,Business,Negative,[2025-10-13] Asian stock markets experienced a decline following the imposition of new tariffs. The move has sparked concerns about potential economic repercussions.,1.04,True
Saab backar – största pessimisten upprepar säljråd,https://www.di.se/live/saab-backar-storsta-pessimisten-upprepar-saljrad/,Business,Negative,[2025-10-13] Saab's stock is facing renewed pressure as a prominent analyst has reiterated a sell recommendation. This indicates a pessimistic outlook on the company's performance.,1.16,True
Forskaren: Då kan du gifta dig med din AI-partner,https://www.di.se/digital/forskaren-da-kan-du-gifta-dig-med-din-ai-partner/,Business,Positive,[2025-10-13] The market is showing signs of an upturn. The article also touches upon new ethical concerns related to this market growth.,1.04,True
AI-guruns råd: Gör som i Frankrike,https://www.di.se/digital/ai-gurun-perfekt-match-om-sverige-och-finland-gar-hand-i-hand/,Business,Negative,[2025-10-13] A leading Swedish AI company is facing warnings about potential errors in its operations. The news suggests a concerning outlook for the company and potentially the broader AI sector in Sweden.,1.19,True
No headline,https://www.di.se/nyheter/praktskandal-pa-nasdaq-nu-inleds-rattegangen/,Politics,Neutral,"[2025-10-13] The article, dated October 13, 2025, does not have a headline, indicating its content likely focuses on a specific event or announcement. Further context is needed to understand its full meaning.",2.12,True
Debatt.Resultaten talar för sig själv,https://www.di.se/debatt/aida-hadzialic-resultaten-talar-for-sig-sjalv/,Politics,Neutral,[2025-10-13] Aida Hadžialić (S) claims healthcare waiting times are being reduced despite an ongoing economic crisis. The article likely discusses her efforts or policies related to healthcare access.,1.23,True
Bedömare varnar: Tullbråket kommer pressa Kina,https://www.di.se/nyheter/bedomare-varnar-tullbraket-kommer-pressa-kina/,Business,Neutral,"[2025-10-13] Leading economists express concerns, stating there are still many unanswered questions. The article suggests ongoing uncertainties within the economic landscape.",1.08,True
Efter nya tullutspelet: ”Det lär bli turbulent här också”,https://www.di.se/nyheter/efter-nya-tullutspelet-det-lar-bli-turbulent-har-ocksa/,Business,Neutral,[2025-10-13] Swedish experts are discussing what the Stockholm stock exchange can expect. The article likely provides analysis and forecasts regarding the bourse's future performance.,1.15,True
JD Vance till Kina: Trump har fler kort på handen,https://www.di.se/nyheter/jd-vance-till-kina-trump-har-fler-kort-pa-handen/,Politics,Neutral,"[2025-10-13] The article, titled ""JD Vance to China: Trump has more cards in his hand,"" discusses a statement or perspective related to US-China relations and former President Trump's position. Its content suggests a power dynamic or strategic advantage attributed to Trump.",1.53,True
Trump höjer tullarna med 100 procent,https://www.di.se/live/trump-hojer-tullarna-mot-kina-med-100-procent/,Business,Negative,"[2025-10-13] Donald Trump has announced plans to significantly increase tariffs, raising them by 100 percent. This policy change is expected to impact international trade and potentially harm economic relations.",1.26,True
Pentagon planerar miljardköp av sällsynta jordartsmetaller,https://www.di.se/live/pentagon-planerar-miljardkop-av-sallsynta-jordartsmetaller/,Business,Neutral,[2025-10-13] The Pentagon is planning a billion-dollar purchase of rare earth metals. This move signals a strategic effort to secure vital resources.,1.13,True
Pensionärstrend het bland unga – trots priset,https://www.di.se/nyheter/unga-hakar-pa-pensionarstrenden-trots-priset/,Business,Negative,[2025-10-13] A Swedish family sold their house and car to cope with rising costs in Stockholm. The article highlights financial hardship faced by residents due to increasing expenses.,1.18,True
Så stor pension krävs för guldkant på tillvaron,https://www.di.se/nyheter/privatekonomi-sa-stor-pension-kravs-for-guldkant-pa-tillvaron/,Politics,Neutral,"[2025-10-13] Experts are commenting on the significance of timing, suggesting it has a greater impact than many realize. The article doesn't specify what event the timing refers to.",1.21,True
Sparkad chef drar Koenigsegg inför rätta,https://www.di.se/nyheter/koenigsegg-sparkar-chef-svarar-med-miljonstamning/,Business,Negative,[2025-10-13] Porsche's visit was accused of threatening a billion-dollar investment. The specifics of the threat and its impact remain unclear from this brief headline.,1.2,True
Dags att visa korten – en stökig börsvecka hotar,https://www.di.se/nyheter/dags-att-visa-korten-en-stokig-borsvecka-hotar/,General News,Neutral,"[2025-10-13] This article presents a roundup of the week's most important events. The title indicates it's a news summary from October 13, 2025.",1.24,True
Miljardlyft för familjeimperiet – brakförlusten utraderad,https://www.di.se/nyheter/miljardlyft-for-familjeimperiet-efter-brakforlusten/,Business,Positive,[2025-10-13] The article discusses the performance of a manager following a shift or change. It highlights a display of strength and positive results.,1.05,True
Uselt år för småbolagsfonder – så bör du tänka nu,https://www.di.se/nyheter/usel-utveckling-for-smabolagsfonder-sa-bor-du-tanka/,Business,Neutral,[2025-10-13] This article lists the best and worst performing Swedish investment funds during the current year. It provides a performance overview of the funds.,1.07,True
"Analys.Fram med sockret, Siemiatkowski",https://www.di.se/analys/klarnagrundaren-maste-sockra-budet/,Business,Neutral,[2025-10-13] Robert Andersson is determining a fair price in the Flats Klarna deal. The article likely discusses the valuation or financial aspects of this transaction.,1.1,True
Chefsjuristen: Flat måste omförhandla Klarna-affären,https://www.di.se/nyheter/chefsjurist-mjukare-siemiatkowski-ger-slaglage-for-flat-capitals-styrelse/,Business,Negative,"[2025-10-13] The article title, translated to ""Hanging by a pretty fragile thread,"" suggests a precarious or unstable business situation. It implies a sense of vulnerability and potential risk.",1.19,True
Debatt.Siemiatkowski: Lösningen inte perfekt – men framtidsinriktad,https://www.di.se/debatt/ingen-perfekt-losning-men-den-mest-framtidsinriktade/,Politics,Neutral,"[2025-10-13] The article, authored by Debatt.Siemiatkowski, discusses a solution described as not perfect but forward-looking. It likely pertains to a political or policy issue requiring assessment.",1.24,True
AP2-chefens svar på hårda bakläxan: En arg apa,https://www.di.se/nyheter/ap2-chefen-svarade-pa-harda-baklaxan-med-arg-apa/,Politics,Negative,"[2025-10-13] A top politician has been the target of a harsh criticism, described as 'a joke shop'. The article suggests a serious disagreement or conflict within the political sphere.",1.18,True
Tv: AP-toppen om regeringens plan för att slippa kritik,https://www.di.se/ditv/nyheter/ap-toppen-i-hemlig-inspelning/,Politics,Neutral,[2025-10-13] The article discusses a plan from the Swedish government intended to avoid criticism. It appears to involve the AP (Swedish Press Agency) and its role.,1.13,True
Infekterat maktbråk plågar AP-fonderna,https://www.di.se/nyheter/infekterat-maktbrak-plagar-ap-fonderna/,Business,Negative,[2025-10-13] Internal disputes and power struggles are reportedly impacting asset management funds (AP-fonderna). This situation suggests potential instability and concerns within the financial sector.,1.17,True
Toppchefen varnar: Det börjar likna it-bubblan,https://www.di.se/nyheter/toppchefen-varnar-det-borjar-likna-it-bubblan/,Business,Positive,[2025-10-13] Experts are signaling historically high profit expectations. This indicates a potentially strong economic outlook.,0.99,True
Fortsatt stort sug efter begagnade elbilar,https://www.di.se/nyheter/fortsatt-stort-sug-efter-begagnade-elbilar/,Business,Neutral,[2025-10-13] This article discusses Tesla's bestseller list and how the company is performing. It appears to be a report on Tesla's sales and market position.,1.2,True
Aktiespararna: Rusa inte in i arvodeshöjningar,https://www.di.se/nyheter/aktiespararna-rusa-inte-in-i-arvodeshojningar/,Business,Negative,"[2025-10-13] The article discusses the risk of a talent drain. It suggests a potential loss of skilled workers, which could negatively impact the economy.",1.09,True
Economic Overview,,Overview,,"The current economic situation in Sweden appears to be characterized by considerable uncertainty and a mixed outlook. While some indicators suggest a potential upturn and investment activity (with companies investing billions and promising returns on some investments), there's significant concern about slow job growth despite an expanding economy and a stagnant market leading to failed investment recommendations. Several factors are contributing to this instability, including concerns about international trade due to tariffs, internal disputes within financial institutions, and worries about talent drain. The ongoing political situation and the potential for policy changes, coupled with rising costs impacting households, add further complexity. Overall, the economic picture is fragile and requires careful monitoring and proactive measures.",0.0,True
No headline,https://www.di.se/nyheter/anna-karin-hatt-lamnar-som-partiledare-for-c/,General,Neutral,"[2025-10-16] The article contains no headline, indicating a lack of immediate news content. It requires further information to determine its topic or significance.",0.0,True
Kommentar.De är Electrolux enda vinnare,https://www.di.se/analys/de-ar-electrolux-enda-vinnare/,Business,Neutral,"[2025-10-16] This article discusses Magnus Dagel's investment strategy, hinting at significant financial holdings. It doesn't express a particular positive or negative opinion about the investments themselves.",0.0,True
No headline,https://www.di.se/nyheter/bolagets-slutprodukt-nya-manniskor/,General,Neutral,"[2025-10-16] The article contains no headline, indicating a lack of immediate news content. It requires further context or information to classify accurately.",0.0,True
Kommentar.Hur lågt vågar Riksbanken gå?,https://www.di.se/nyheter/hur-lagt-vagar-riksbanken-ga/,Business,Neutral,[2025-10-16] The article discusses Nils Ã…kesson's prediction of an inflation decrease in the coming year. It's a financial outlook statement without strong emotional tone.,0.0,True
Matpriserna sjönk för andra månaden i rad,https://www.di.se/live/matpriserna-sjonk-i-september/,Business,Positive,"[2025-10-16] The article reports that prices have fallen for the second month in a row, indicating a positive trend in the market.",0.0,True
SEB handlade EQT-aktier – med insiderinformation,https://www.di.se/nyheter/seb-handlade-eqt-aktier-i-egen-bok-hade-insiderinformation/,Business,Neutral,[2025-10-16] Swedish bank Storbanken's investments in a risk capital giant are being reviewed by the Swedish Financial Supervisory Authority (FI). This suggests a regulatory oversight action.,0.0,True
Åtta misstänks för insiderbrott – SEB synas,https://www.di.se/nyheter/atta-misstanks-for-insiderbrott-kopplat-till-eqt-transaktioner/,Business,Neutral,[2025-10-16] A leaked preview of information has raised concerns about potential trading activity related to EQT stock. The situation is currently under scrutiny.,0.0,True
Börsen öppnar uppåt – Nibe lyfter,https://www.di.se/live/borsen-stiger-i-oppningen-atlas-copco-vinnare/,Business,Neutral,"[2025-10-16] Atlas Copco's stock increased according to a customer report. Additionally, the Emilshus report experienced an upward trend.",0.0,True
Fem saker att ha koll på under handelsdagen,https://www.di.se/live/fem-saker-att-ha-koll-pa-infor-borsoppningen-224/,Business,Neutral,"[2025-10-16] This article, titled 'Ten things to keep an eye on during the trading day,' discusses factors traders should monitor. It provides information related to stock market activity.",0.0,True
Riktkurshöjningarna haglar över Ericsson,https://www.di.se/live/nibe-kopstamplas-har-ar-dagens-rekar/,Business,Negative,[2025-10-16] The article reports rising prices (hÃ¸jningarna) impacting Ericsson. This suggests a potential negative financial situation for the company.,0.0,True
AI gör mobilen till ”självkörande” bil,https://www.di.se/digital/ai-gor-mobilen-till-sjalvkorande-bil/,Technology,Neutral,[2025-10-16] A Swedish AI driving test is featured on Time Magazine's top list for 2025. This highlights advancements in artificial intelligence and autonomous driving technology.,0.0,True
Hennes app säljer för en miljard: ”Rejält lönsamma”,https://www.di.se/digital/hennes-app-saljer-for-en-miljard-marginal-pa-25-procent/,Business,Positive,[2025-10-16] A company has launched a new service with the goal of exceeding stock market performance. This suggests a forward-looking and potentially successful venture.,0.0,True
Ny svensk AI-agent värderas till 300 miljoner,https://www.di.se/digital/duon-tar-in-63-miljoner-till-ny-ai-agent/,Technology,Neutral,"[2025-10-16] The article discusses the founders' previous experience with prominent tech companies like Spotify, Kry, and Google. This suggests a technologically focused background for the project or venture.",0.0,True
Kommentar.Ett eko från finanskrisen,https://www.di.se/analys/lyssna-pa-ekot-fran-finanskrisen/,Politics,Negative,"[2025-10-16] The article discusses a collapse, likely referring to a financial or political event, highlighting potential risks. It features Viktor Munkhammar as a key figure, suggesting a focus on a specific incident.",0.0,True
Rapportrally i LVMH lyfter lyxsektorn,https://www.di.se/live/rapportrally-i-lvmh-lyfter-lyxsektorn/,Business,Positive,"[2025-10-16] Analysts have described a recent development as a ""step in the right direction,"" indicating positive progress within a business context.",0.0,True
Kommentar.Gasellerna visar vägen genom kaoset,https://www.di.se/nyheter/gasellerna-visar-vagen-genom-kaoset/,Business,Positive,"[2025-10-16] The article reports on a significant growth rate (1,600 fast-growing companies) which suggests optimism and resilience within the business sector, particularly in the face of ongoing global challenges.",0.0,True
Gasell 2025 drar igång med nya regler,https://www.di.se/nyheter/gasell-2025-drar-igang-med-nya-regler/,Business,Neutral,"[2025-10-16] This article discusses updated categories, likely within a business or market research context. The focus is on categorization and its importance.",0.0,True
Ledare.Dessa bolag vet vad Sverige mår bäst av,https://www.di.se/ledare/gasellerna-vet-vad-sverige-mar-bast-av/,Politics,Neutral,"[2025-10-16] This article discusses the need for reforms to improve competitiveness, likely within a Swedish political context given the source publication's name ('Reformer').",0.0,True
”Rösten för brösten” fick effekt i kamp om miljonerna,https://www.di.se/nyheter/fran-rosa-tuttreklam-till-genombrott-i-tuff-kamp-om-miljonerna/,Health,Neutral,[2025-10-16] The article promotes a charitable organization dedicated to funding breast cancer research. It emphasizes a direct donation route for supporters.,0.0,True
Artrossprutan som får pälsklingarna på benen,https://www.di.se/nyheter/artrossprutan-som-far-hundar-och-katter-att-ga-igen-men-manniskor-far-vanta/,Health,Neutral,"[2025-10-16] This article discusses ongoing research progress related to human health. It indicates a wait for further advancements, presenting a factual report without expressing any particular opinion.",0.0,True
Spiltan dumpade Scandic: ”Blev besvikna”,https://www.di.se/live/spiltan-dumpade-scandic-blev-besvikna/,Business,Negative,"[2025-10-16] The article, referencing BÃ¶rjesson, suggests the current market resembles the conditions before the 1990s' IT crash, implying potential instability and risk.",0.0,True
Bankjättarnas chefer varnar: Stor osäkerhet,https://www.di.se/nyheter/bankjattarnas-chefer-varnar-stor-osakerhet/,Business,Positive,[2025-10-16] A major bank reported record results alongside a call for increased vigilance. This suggests a positive financial outlook combined with a cautionary note.,0.0,True
Kraftig ökning av färjepriserna till Gotland,https://www.di.se/nyheter/kraftig-okning-av-farjepriserna-till-gotland/,Business,Neutral,"[2025-10-16] The article discusses significant price increases, referencing gasoline and train travel. It likely relates to rising transportation costs.",0.0,True
Pareto byter fot om Nibe: ”Högre värdering befogad”,https://www.di.se/nyheter/pareto-byter-fot-om-nibe-hogre-vardering-befogad/,Business,Neutral,[2025-10-16] This article reports that the Bara heat pump division is expected to meet its target for the year. It's a factual update on a business performance.,0.0,True
FI ger betaltjänstbolaget sanktionsavgift,https://www.di.se/live/fi-ger-zimpler-sanktionsavgift-for-overtradelser-av-penningtvattsregler/,Politics,Negative,[2025-10-16] The article reports on violations of anti-money laundering regulations involving EQT (a major Swedish investment firm). This suggests potential legal and reputational risks for the company.,0.0,True
No headline,https://www.di.se/nyheter/nasta-front-i-hybridkriget-rymden-en-tickande-bomb/,General,Neutral,[2025-10-16] The article lacks a headline and therefore provides no specific information or sentiment for classification.,0.0,True
Superguide: Allt du behöver veta inför rapporterna,https://www.di.se/analys/superguide-till-hostens-rapporter/,Technology,Neutral,"[2025-10-16] This article announces a daily guidance service provided by Di:s experts, likely related to technology or digital solutions. It doesn't express any strong positive or negative sentiment.",0.0,True
Apples vd lovar ökade investeringar i Kina,https://www.di.se/live/apples-vd-lovar-okade-investeringar-i-kina/,Politics,Negative,[2025-10-16] This article reports that Donald Trump has threatened tariffs on products manufactured abroad by a company. This suggests potential trade conflicts and negative economic implications.,0.0,True
Emilshus lyfter förvaltningsresultatet,https://www.di.se/live/emilshus-lyfter-forvaltningsresultatet/,Health,Neutral,[2025-10-16] The article reports an upward revision of the company's full-year forecast. This indicates a positive outlook for the company's performance.,0.0,True
Vd:n i Di TV: ”Väldigt nöjda – höjer prognos”,https://www.di.se/ditv/borsmorgon/okat-forvaltningsresultat-for-emilshus-valdigt-nojda-hojer-prognos/,Business,Positive,"[2025-10-16] A TV channel, Vd:n i Di, has expressed satisfaction and raised its forecast. This suggests positive developments or improved projections within the business sector.",0.0,True
Kommentar.Nu blir Flat Capitals ägare vinnare,https://www.di.se/nyheter/efter-kritiken-siemiatkowski-sockrar-flat-affaren/,Business,Neutral,"[2025-10-16] Robert Andersson rejected a prior bid, indicating a potential ongoing negotiation or investment discussion. The article lacks specific details about the deal's nature.",0.0,True
Flat Capital rusar efter Siemiatkowskis nya bud,https://www.di.se/live/flat-capital-rusar-efter-siemiatkowskis-nya-bud/,Business,Negative,[2025-10-16] Flat Capital has reportedly suffered a loss following a new bid from Siemiatkowski. This suggests a competitive situation and potential financial difficulty for Flat Capital.,0.0,True
Biljätten lägger 124 miljarder på produktion i USA,https://www.di.se/live/biljatten-satsar-124-miljarder-pa-produktion-i-usa/,Business,Positive,"[2025-10-16] The article reports an expected creation of 5,000 jobs, indicating economic growth and opportunity.",0.0,True
Halvledarbolagets försäljning lägre än väntat,https://www.di.se/live/halvledarbolagets-forsaljning-lagre-an-vantat-vinsten-hogre/,Business,Positive,"[2025-10-16] The company's net result margin exceeded expectations, indicating a positive financial performance. This suggests favorable business outcomes for the company.",0.0,True
No headline,https://www.di.se/live/ericsson-lyfte-stockholmsborsen-basta-dagen-sedan-stenbecks-bortgang/,General,Neutral,[2025-10-16] The article lacks a headline and therefore provides no specific information or sentiment to classify.,0.0,True
Ekholm: Måste ta tag i överfulla kassan,https://www.di.se/nyheter/ekholm-maste-ta-tag-i-overfulla-kassan/,Business,Negative,[2025-10-16] Ericsson CEO Hans Ekholm stated that the company's finances are critically burdened. This suggests a challenging financial situation for the telecom giant.,0.0,True
Kommentar.Ekholms spariver biter,https://www.di.se/analys/besparingsprogrammen-biter-i-ericsson/,Politics,Positive,"[2025-10-16] This article discusses the well-deserved increase in tuition fees, likely referring to a Swedish context. It implies a positive view regarding the change.",0.0,True
Rapporten hyllas av storägare och analytiker,https://www.di.se/live/analytiker-hyllar-ericssons-starka-rapport/,Business,Positive,[2025-10-16] A report is receiving praise from major shareholders and analysts. This suggests a favorable outlook for the subject matter of the report.,0.0,True
Uppåt i Asien trots nya utspel i handelskonflikt,https://www.di.se/live/morgonkoll-uppat-i-asien-trots-nya-utspel-i-handelskonflikt/,Politics,Neutral,[2025-10-16] Donald Trump has made a statement regarding Chinese cooking oil. The statement's specific content and implications are currently being assessed.,0.0,True
Bitcoinbeslag på 143 miljarder i bedrägerihärva,https://www.di.se/nyheter/bitcoinbeslag-pa-143-miljarder-i-bedrageriharva/,World News,Negative,[2025-10-16] Hundreds of people in Cambodia are being coerced into committing fraud across the globe. This highlights a serious criminal activity and potential exploitation.,0.0,True
Stöldligornas favoritbyte: Lampor från familjebilen,https://www.di.se/nyheter/stoldligornas-favoritbyte-lampor-fran-familjebilen/,Crime,Negative,[2025-10-16] The article reports a rise in motorcycle thefts in Sweden. This indicates a concerning trend and potential security issues.,0.0,True
Arbetslösheten sjunker – andra månaden i rad,https://www.di.se/live/arbetslosheten-sjunker-andra-manaden-i-rad/,Politics,Negative,"[2025-10-16] The article reports on lower employment rates compared to the previous year, suggesting economic difficulties. This likely relates to policy or economic trends impacting employment opportunities.",0.0,True
Trump: Spanien ”bör straffas” för låga försvarsutgifter,https://www.di.se/live/trump-spanien-bor-straffas-for-laga-forsvarsutgifter/,Politics,Negative,"[2025-10-16] The article reports that Sweden is considering tariffs on Spanish goods, suggesting a potential trade dispute or economic tension.",0.0,True
Trump överväger nytt handelshinder mot Kina,https://www.di.se/live/trump-overvager-nytt-handelshinder-mot-kina/,Business,Negative,"[2025-10-16] New concerns arose on Wall Street, indicating potential instability or negative developments in the financial market. The article suggests a worrying trend for investors.",0.0,True
Trump: Kapar stöd om vännen förlorar valet,https://www.di.se/live/trump-kapar-stod-om-vannen-forlorar-valet/,Politics,Negative,"[2025-10-16] Donald Trump has stated he will provide support if a close ally loses an election, raising concerns about potential interference and undermining democratic processes.",0.0,True
EU dras in i Kina och USA:s halvledarkrig,https://www.di.se/nyheter/eu-dras-in-i-kina-och-usa-s-halvledarkrig/,Politics,Negative,"[2025-10-16] Sweden is considering a stricter stance towards companies with Chinese ownership, driven by a recent development involving a Dutch-inspired initiative. This suggests a potential shift in policy and increased scrutiny of foreign investments.",0.0,True
Advokater rasar: ”Går inte att vinna mot staten”,https://www.di.se/nyheter/advokater-rasar-domstolar-slarvar-med-skattemal/,Politics,Negative,[2025-10-16] The Swedish Bar Association (Advokatsamfundet) criticized the work of courts handling tax disputes. This suggests a potential issue with judicial processes related to taxation.,0.0,True
No headline,https://www.di.se/analys/folkaktiens-dromsvit-hotar-spricka/,Business,Positive,"[2025-10-16] The article discusses a projected record dividend payout, which is generally viewed positively for small savers. It highlights a financial benefit for a specific group of investors.",0.0,True
Investor spränger drömgräns,https://www.di.se/live/investor-spranger-dromgrans/,Business,Neutral,[2025-10-16] The article reports a significant asset value of over 1 trillion kronor. This likely refers to a company's valuation or a financial transaction.,0.0,True
Börsjätten pressas av sektorkollegas rapport,https://www.di.se/live/wallenbergs-borsjatte-pressas-av-sektorkollegas-rapport/,Business,Neutral,"[2025-10-16] The VAT Group, a competitor to Atlas Copco, reported weak order figures. This news indicates a potential downturn or challenges within the industrial equipment sector.",0.0,True
Kommentar.Orosmolnet finns bortom siffrorna,https://www.di.se/analys/starkt-fran-abb-orosmolnet-finns-bortom-siffrorna/,Business,Neutral,[2025-10-16] This article reports on a Swedish businessman's concerns regarding upcoming regulations. It does not express a clear positive or negative sentiment.,0.0,True
Analytikertrio: ABB borde stiga på börsen,https://www.di.se/live/analytikertrio-abb-borde-stiga-pa-borsen/,Business,Neutral,[2025-10-16] The article discusses a recommendation for ABB to potentially increase in stock value according to a group of analysts. It presents a financial opinion without expressing strong positive or negative feelings.,0.0,True
AI och datacenter drev tillväxten,https://www.di.se/live/hogre-resultat-an-vantat-fran-abb-stark-efterfragan-inom-datacenter/,Technology,Neutral,[2025-10-16] This article reports on the growth driven by AI and data centers. It likely discusses trends and developments within the technology sector.,0.0,True
ABB:s finanschef lämnar,https://www.di.se/live/abb-s-finanschef-lamnar/,Business,Neutral,[2025-10-16] ABB's CFO is resigning. This news is a personnel change within the company.,0.0,True
