Headline,Link,Model_Category,Sentiment,Model_Summary,Time (s),Classified
"Levi Strauss raises prices, helping to boost profit and outlook",https://www.cnbc.com/2025/10/09/levi-strauss-levi-q3-2025-earnings.html,Business,Positive,"[2025-10-13] Levi Strauss's profits exceeded Wall Street's expectations for the fiscal third quarter. This positive result was driven by price increases and a strategic move away from wholesalers, despite facing increased costs due to tariffs.",1.32,True
Delta says premium travel is set to overtake coach cabin sales next year,https://www.cnbc.com/2025/10/09/delta-premium-travel-set-to-overtake-coach-cabin-sales-2026.html,Business,Positive,"[2025-10-13] Delta Air Lines is enhancing the experience for its customers, seemingly offering first-class amenities. This suggests an effort to improve customer satisfaction and potentially attract more premium travelers.",1.18,True
Macao is becoming more than a gambling destination. Casinos are winning anyway,https://www.cnbc.com/2025/10/09/macao-more-than-a-gambling-destination-casinos-win-anyway.html,Culture,Neutral,"[2025-10-13] The article describes Macao's Cotai Strip, noting its resemblance to Las Vegas with landmarks like the Venetian hotel and a replica Eiffel Tower. It highlights the striking similarities between the two destinations.",1.3,True
United just revealed new summer 2026 flights. Here’s where you can fly nonstop,https://www.cnbc.com/2025/10/09/united-airlines-summer-2026-flights.html,Business,Neutral,"[2025-10-13] United Airlines has announced its international travel plans for the summer of 2026, which includes routes to smaller European cities. This represents an expansion of their international network.",1.26,True
"Delta’s profit forecast tops estimates, buoyed by higher fares and luxury demand",https://www.cnbc.com/2025/10/09/delta-air-lines-dal-q3-2025-earnings.html,Business,Positive,[2025-10-13] Delta Air Lines projects a strong performance for the remainder of 2025 and early 2026. This is driven by increased airfares and continued demand for luxury travel.,1.29,True
Delta CEO says government shutdown hasn’t impacted airline’s operation,https://www.cnbc.com/2025/10/09/government-shutdown-delta-ceo-no-impact-on-operation.html,Business,Neutral,"[2025-10-13] Delta Air Lines CEO Ed Bastian stated operations are currently unaffected by the government shutdown. However, he cautioned that a prolonged shutdown of 10 more days could negatively impact the carrier.",1.27,True
PepsiCo earnings top estimates as international markets fuel sales growth,https://www.cnbc.com/2025/10/09/pepsico-pep-q3-2025-earnings.html,Business,Positive,[2025-10-13] PepsiCo reported quarterly earnings and revenue that exceeded analyst expectations. International growth helped compensate for declining volume in North America.,1.09,True
Family offices still bet on AI and health care even as deals slow down,https://www.cnbc.com/2025/10/09/family-offices-still-bet-on-ai-and-health-care-even-as-deals-slow-down.html,Business,Neutral,"[2025-10-13] This article is an announcement for a new newsletter, Inside Alts, focused on wealth and investment strategies for high-net-worth individuals. It originally appeared on CNBC and aims to provide a weekly guide for its subscribers.",1.37,True
"Ferrero goes all in on sports with Super Bowl ad, World Cup promotions",https://www.cnbc.com/2025/10/09/candy-maker-ferrero-super-bowl-ad-world-cup-promotions.html,Business,Positive,[2025-10-13] Ferrero North America will invest over $100 million in marketing campaigns for the Super Bowl and World Cup. This significant investment reflects the company's ongoing expansion and increased focus on the U.S. market.,1.38,True
"Air traffic control shortages add to U.S. flight delays, FAA says",https://www.cnbc.com/2025/10/08/air-traffic-controllers-flight-delays-government-shutdown.html,Business,Negative,"[2025-10-13] A shortage of air traffic controllers is causing flight delays, according to the FAA. The situation is raising concerns about the impact of the government shutdown on U.S. aviation.",1.24,True
Economic Overview,,Overview,,"The current economic situation appears mixed, indicating a potential slowdown but with pockets of resilience. Several indicators point to challenges: a government shutdown is disrupting air travel and Delta Air Lines cautions about further negative impacts from a prolonged shutdown. Spirit Airlines' recent bankruptcy and ongoing need for financing also signal distress in some sectors. However, PepsiCo and Levi Strauss have exceeded earnings expectations, driven by international growth and strategic pricing, respectively. Overall, the economy seems to be navigating headwinds, but may face continued volatility, particularly dependent on the resolution of the government shutdown.",0.0,True
"Most U.S. consumers expect higher holiday prices and a weaker economy, survey finds",https://www.cnbc.com/2025/10/15/us-consumers-expect-high-prices-weak-economy-deloitte-survey-says.html,Business,Negative,"[2025-10-16] A Deloitte survey reveals a pessimistic outlook among U.S. consumers regarding the economy heading into the holiday shopping season. A majority of respondents expect the economy to weaken, marking a significant shift from previous years.",1.61,True
Jeep parent Stellantis announces $13 billion U.S. investment plan,https://www.cnbc.com/2025/10/14/stellantis-investment-turnaround.html,Business,Positive,[2025-10-16] Stellantis plans to invest $13 billion in U.S. manufacturing over the next four years. This investment aims to revitalize the company's domestic operations under the leadership of CEO Antonio Filosa.,1.36,True
Netflix and Spotify partner to bring podcasts by The Ringer to video platform,https://www.cnbc.com/2025/10/14/spotify-ringer-netflix-video-podcasts.html,Business,Positive,[2025-10-16] Spotify is partnering with Netflix to integrate video podcasts onto the streaming platform. This collaboration expands Spotify's content offerings and provides Netflix users with a new form of entertainment.,1.2,True
Jamie Dimon says auto bankruptcies reveal ‘early signs’ of lending excesses,https://www.cnbc.com/2025/10/14/jamie-dimon-auto-bankruptcies-lending-excess.html,Business,Negative,[2025-10-16] JPMorgan Chase CEO Jamie Dimon warned that rising auto market bankruptcies indicate overly relaxed corporate lending practices in recent years. He suggested these lax standards are now contributing to financial distress.,1.26,True
Government shutdown: Air traffic controllers get partial pay,https://www.cnbc.com/2025/10/14/government-shutdown-air-traffic-controllers.html,Politics,Negative,"[2025-10-16] U.S. air traffic controllers are facing partial paychecks due to the government shutdown, potentially leading to missed payments. This situation is adding significant stress to an already demanding job.",1.3,True
"Boeing delivers 55 planes in September, on track for most in a year since 2018",https://www.cnbc.com/2025/10/14/boeing-orders-deliveries-737-max.html,Business,Positive,"[2025-10-16] Boeing delivered 55 aircraft last month, indicating a potential return to its best years since 2018. The company is stabilizing production and plans to increase output of its 737 Max airplanes.",1.38,True
Rockefeller Capital secures backing from Mousse Partners,https://www.cnbc.com/2025/10/14/rockefeller-capital-mousse-partners-greg-fleming-expansion.html,Business,Neutral,[2025-10-16] Rockefeller Capital Management has secured new funds from investment firms representing other wealthy families. This indicates continued investment and growth for the wealth management firm.,1.18,True
GM to take $1.6 billion charge related to EV pullback,https://www.cnbc.com/2025/10/14/gm-to-take-1point6-billion-charge-related-to-ev-pullback.html,Business,Negative,[2025-10-16] General Motors will report a $1.6 billion impact on its third-quarter results due to slower-than-expected progress with its electric vehicle plans. This setback will affect the company's financial performance.,1.42,True
Walmart teams up with OpenAI to allow purchases directly in ChatGPT,https://www.cnbc.com/2025/10/14/walmart-openai-chatgpt-shopping.html,Technology,Positive,"[2025-10-16] Walmart has partnered with OpenAI to integrate ChatGPT, allowing shoppers to make purchases more quickly. This collaboration aims to enhance the customer experience through AI-powered convenience.",1.18,True
Stellantis overhauls Jeep Grand Wagoneer lineup under brand turnaround plan,https://www.cnbc.com/2025/10/14/stellantis-jeep-grand-wagoneer.html,Business,Neutral,[2025-10-16] Jeep is redesigning its Grand Wagoneer lineup for the 2026 model year. This update is part of a long-term plan to revitalize the iconic American SUV brand.,1.33,True
"Goldman Sachs beats estimates on strong investment banking, bond trading",https://www.cnbc.com/2025/10/14/goldman-sachs-gs-earnings-q3-2025.html,Business,Positive,[2025-10-16] Goldman Sachs exceeded third-quarter estimates due to robust investment banking and fixed income trading performance. The results indicate a strong financial showing for the company.,1.16,True
JPMorgan tops estimates as trading revenue hits a record of nearly $9 billion,https://www.cnbc.com/2025/10/14/jpmorgan-chase-jpm-earnings-q3-2025.html,Business,Positive,"[2025-10-16] JPMorgan Chase exceeded analysts' expectations for the third quarter, driven by strong performance in trading and investment banking. The bank generated significantly more revenue than anticipated.",1.18,True
Disney has considered a co-CEO structure to replace Iger. It may be a bad idea,https://www.cnbc.com/2025/10/14/disney-ceo-succession-why-co-ceos-may-be-a-bad-idea.html,Business,Neutral,[2025-10-16] Disney is nearing the announcement of its next CEO as Bob Iger's tenure concludes. The entertainment industry is eagerly awaiting this significant leadership transition.,1.13,True
Major real estate developers are fast becoming power brokers,https://www.cnbc.com/2025/10/14/major-real-estate-developers-are-fast-becoming-power-brokers.html,Business,Positive,"[2025-10-16] A surge in demand for data is driving the creation of new commercial real estate sectors, including quantum real estate and powered land. This presents emerging opportunities for various real estate investors.",1.26,True
Goldman Sachs agrees to acquire $7 billion VC firm Industry Ventures,https://www.cnbc.com/2025/10/13/goldman-sachs-agrees-to-acquire-7-billion-vc-firm-industry-ventures-.html,Business,Neutral,"[2025-10-16] Goldman Sachs has agreed to acquire Industry Ventures, a venture capital firm managing $7 billion in assets. This acquisition expands Goldman Sachs' presence in the venture capital market.",1.22,True
"New vehicle prices top $50,000 while auto loan delinquencies keep rising",https://www.cnbc.com/2025/10/13/new-car-prices-auto-loan-delinquencies.html,Business,Negative,"[2025-10-16] The average price of a new vehicle has reached a record high of over $50,000, signaling a potential 'K-shaped' economy. Simultaneously, auto loan delinquency rates are elevated for borrowers with lower credit scores.",1.44,True
Economic Overview,,Overview,N/A,"The U.S. economy appears to be facing a slowdown, as evidenced by a pessimistic consumer outlook and setbacks for major players like General Motors in their EV transitions. While some sectors like investment banking and trading are performing strongly, contributing to strong earnings for firms like Goldman Sachs and JPMorgan Chase, these gains are counterbalanced by rising auto loan delinquencies and record new vehicle prices, suggesting a potential ""K-shaped"" recovery. The government shutdown and resulting pay issues for air traffic controllers further contribute to economic stress. Overall, the near future looks uncertain, with the consumer outlook suggesting a potential for continued economic weakness, although investments like Stellantis's $13 billion domestic manufacturing plan provide a glimmer of hope.",0.0,True
